,NPL91_EVER,gender_nameRu,LastApprovedOfferSet_Payment,CBFactPmtsParametrSet,AgeParametrSet,PoVClient_ClientCountWithoutOverduePay,CBMaxOverdueParametrSet,CBCreditHistoryFromServParametrSet,PKB_REQ_360DAY,SUM_OSTATOK,MAX_OUSTAND_DAY_CNT,CNT_DAY_GR_0_Sum,educationtypedmparse2,low_rod_income,KDN
87926,0,Мужской,7902.6,71,64.0,54.0,0,Положительная,13.0,9260603.49,0.0,0.0,,,0.4433695391102452
87927,0,Женский,44549.8,95,67.92,91.0,22,Положительная,2.0,726730.68,22.0,5.0,,,0.6502262908866488
87928,0,Женский,66918.6,24,63.17,46.0,0,Приемлемая 1,0.0,686347.59,0.0,0.0,СРЕДНЕЕ,43407.0,0.326853945185911
87929,0,Женский,32758.4,97,63.83,56.0,3,Положительная,0.0,890493.04,3.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4383891782632356
87930,0,Мужской,36500.0,119,66.67,33.0,0,Положительная,7.0,350066.4,0.0,0.0,,,0.2755938864115024
87931,0,Мужской,71408.3,35,66.5,10.0,0,Положительная,8.0,960736.52,0.0,0.0,,43407.0,0.2529767732342007
87932,0,Мужской,9100.8,36,66.92,35.0,0,Приемлемая 1,1.0,1126298.09,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4045381747203523
87933,0,Мужской,41410.0,100,66.67,82.0,0,Положительная,3.0,760784.35,1.0,1.0,ВЫСШЕЕ,,0.2885860027730452
87935,0,Женский,6309.1,86,65.75,166.0,0,Приемлемая 1,1.0,944445.69,0.0,0.0,,43407.0,0.4972677239948186
87936,0,Мужской,33000.0,16,65.08,14.0,0,Приемлемая 1,0.0,767253.18,0.0,0.0,,43407.0,0.3908130532307469
87938,0,Мужской,14529.5,0,64.25,,0,Приемлемая 1,,,,,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
87939,0,Женский,10000.0,158,67.25,104.0,0,Положительная,1.0,367943.84,25.0,2.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.6154614376838985
87940,0,Мужской,5724.4,165,44.58,160.0,0,Положительная,8.0,647951.83,3.0,1.0,,65110.5,0.4633454590295333
87941,0,Женский,38707.1,51,67.83,76.0,0,Положительная,4.0,,2.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
87942,0,Мужской,7500.0,92,54.0,177.0,0,Положительная,2.0,508343.08,0.0,0.0,,43407.0,0.4537978509989282
87943,0,Мужской,11785.6,0,62.92,,0,Приемлемая 1,,,,,СРЕДНЕЕ,,0.0
87944,0,Женский,2882.6,39,48.08,15.0,0,Приемлемая 1,13.0,708407.86,0.0,0.0,,65110.5,0.481089131952525
87945,0,Женский,,105,61.5,,0,Положительная,2.0,941588.5,2.0,0.0,ВЫСШЕЕ,,0.7424196284856658
87946,0,Женский,30000.0,66,64.42,19.0,0,Положительная,2.0,726429.23,18.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.6964625025267839
87947,0,Женский,1802.0,87,66.08,76.0,0,Положительная,1.0,272756.55,0.0,0.0,НЕПОЛНОЕ СРЕДНЕЕ,43407.0,0.4331177577167536
87948,0,Женский,903.8,127,64.67,24.0,0,Положительная,5.0,1024759.83,0.0,0.0,НЕПОЛНОЕ СРЕДНЕЕ,43407.0,0.4149452763244933
87950,0,Женский,1708.8,105,64.5,4.0,2,Положительная,8.0,773365.08,9.0,4.0,,,0.4758119622362604
87951,0,Мужской,44431.6,87,63.83,32.0,0,Положительная,31.0,1217886.5,0.0,0.0,НЕПОЛНОЕ СРЕДНЕЕ,43407.0,1.1662965367173783
87952,0,Мужской,41666.7,182,51.42,121.0,3,Положительная,3.0,4314738.81,17.0,1.0,,65110.5,0.2903074426274384
87953,0,Женский,3951.3,206,65.25,140.0,5,Положительная,27.0,644696.0,5.0,5.0,,43407.0,0.2876381363564882
87955,0,Мужской,57173.9,169,59.42,123.0,0,Положительная,3.0,819983.27,69.0,3.0,,,0.7262752250397129
87956,0,Мужской,9000.0,91,65.33,54.0,1,Положительная,3.0,910262.68,2.0,3.0,ВЫСШЕЕ,43407.0,0.3394199436561206
87957,0,Женский,24583.4,83,67.17,167.0,0,Положительная,0.0,,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
87959,0,Мужской,8033.3,78,67.08,72.0,0,Положительная,2.0,2888029.61,0.0,0.0,,43407.0,0.4351959489708776
87960,0,Женский,81344.6,109,62.58,50.0,0,Положительная,1.0,783905.37,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.2163254608322633
87961,0,Мужской,14384.0,57,63.92,21.0,0,Приемлемая 2,18.0,581941.0,0.0,0.0,СРЕДНЕЕ,43407.0,0.136539604227812
87962,0,Мужской,18197.5,83,66.17,33.0,0,Положительная,0.0,327782.38,6.0,0.0,ВЫСШЕЕ,43407.0,0.146886225128143
87963,0,Мужской,51261.3,114,51.58,147.0,0,Положительная,5.0,1312900.85,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.6227537053897937
87964,0,Женский,32406.7,134,64.08,65.0,0,Положительная,1.0,593050.47,0.0,0.0,ВЫСШЕЕ,,0.6981507038365995
87965,0,Женский,,93,65.33,,0,Положительная,2.0,261979.96,1.0,0.0,ВЫСШЕЕ,,0.4336128326649653
87966,0,Женский,45565.6,75,63.92,172.0,0,Положительная,2.0,328340.89,0.0,0.0,ВЫСШЕЕ,,0.5458190874171627
87967,0,Мужской,16134.9,67,65.17,24.0,0,Положительная,4.0,744151.08,0.0,0.0,,43407.0,0.4570625246446879
87968,0,Женский,7858.4,80,66.0,51.0,0,Положительная,1.0,270237.12,0.0,0.0,ВЫСШЕЕ,,0.4012078735460781
87969,0,Мужской,42641.9,102,65.33,25.0,4,Положительная,11.0,1627203.09,4.0,1.0,ВЫСШЕЕ,43407.0,0.289223642426629
87970,0,Мужской,23333.4,7,65.83,,0,Приемлемая 2,0.0,55495.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0831018833911521
87971,0,Женский,85435.5,105,61.5,7.0,17,Положительная,8.0,1054155.34,19.0,2.0,,,0.3492319996718823
87972,0,Мужской,16509.0,43,66.0,30.0,0,Приемлемая 1,2.0,,0.0,0.0,ВЫСШЕЕ,,0.0
87973,0,Мужской,19990.8,78,65.25,76.0,0,Положительная,3.0,323667.05,0.0,0.0,,108517.5,0.0619032352490207
87974,0,Мужской,85899.3,52,63.92,83.0,0,Приемлемая 1,1.0,1663696.99,0.0,0.0,ВЫСШЕЕ,,0.5463061894222697
87975,0,Женский,16167.0,107,61.5,46.0,8,Положительная,5.0,597026.93,8.0,2.0,,,2.3362803967753707
87976,0,Женский,,106,66.83,50.0,7,Положительная,3.0,643605.85,7.0,1.0,ВЫСШЕЕ,43407.0,0.4562896955997964
87977,0,Женский,59857.6,115,62.0,180.0,0,Положительная,3.0,931112.73,0.0,0.0,,,0.4298240411229735
87978,0,Женский,40963.8,71,62.67,26.0,9,Положительная,4.0,1071256.56,9.0,3.0,ВЫСШЕЕ,,1.3984126984126983
87979,0,Женский,34522.2,256,65.58,50.0,0,Положительная,5.0,724956.65,0.0,0.0,,43407.0,0.7863555997568926
87980,0,Мужской,,44,63.25,,0,Положительная,4.0,479861.84,18.0,0.0,ВЫСШЕЕ,43407.0,0.4915640177803617
87981,0,Женский,44286.9,30,66.67,,0,Положительная,2.0,687338.82,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4988147043438581
87982,0,Мужской,85435.5,116,54.92,121.0,0,Положительная,15.0,2520494.87,8.0,0.0,,,1.1608260650933744
87983,0,Женский,35757.8,95,67.5,76.0,0,Положительная,4.0,288982.92,0.0,0.0,СРЕДНЕЕ,,0.421679500937511
87984,0,Мужской,,0,64.5,91.0,0,Приемлемая 1,,,,,,43407.0,0.0
87985,0,Женский,43500.0,120,66.33,80.0,4,Положительная,1.0,0.0,9.0,3.0,,,0.0
87986,0,Мужской,1160.0,29,65.17,21.0,0,Приемлемая 1,16.0,560413.48,0.0,0.0,НЕПОЛНОЕ СРЕДНЕЕ,,0.4748648648648648
87987,0,Женский,69263.2,114,62.92,103.0,0,Положительная,6.0,1241992.02,0.0,0.0,,65110.5,0.7787579855590319
87988,0,Женский,47135.0,117,65.42,80.0,0,Положительная,1.0,1131542.11,0.0,0.0,ВЫСШЕЕ,43407.0,0.4844004700708897
87989,0,Женский,5686.0,161,62.67,108.0,23,Положительная,9.0,1970096.37,23.0,2.0,,43407.0,1.1044937956627623
87990,0,Женский,,10,61.83,,0,Приемлемая 2,38.0,1314103.66,0.0,0.0,ВЫСШЕЕ,,0.8630043177491992
87992,0,Мужской,23462.1,186,63.42,58.0,0,Положительная,3.0,1333532.31,1.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.5872632778015093
87993,0,Мужской,49788.8,55,65.08,17.0,0,Положительная,5.0,,0.0,0.0,ВЫСШЕЕ,,0.0
87995,0,Мужской,,65,63.17,98.0,0,Положительная,1.0,0.0,0.0,0.0,ВЫСШЕЕ,43407.0,0.0
87996,0,Женский,1521.6,65,64.67,83.0,30,Положительная,2.0,1503858.42,83.0,5.0,ВЫСШЕЕ,,1.1165219354153388
87997,0,Мужской,,29,68.08,103.0,23,Приемлемая 1,0.0,,23.0,3.0,ВЫСШЕЕ,,0.0
87998,0,Женский,1726.1,81,62.5,23.0,0,Положительная,1.0,361911.76,4.0,2.0,,,0.474449654295478
87999,0,Женский,1424.0,161,63.42,17.0,0,Положительная,49.0,1816021.39,54.0,0.0,,,0.482817076160687
88000,0,Женский,85435.5,103,61.5,38.0,11,Положительная,3.0,1861764.72,11.0,1.0,СРЕДНЕЕ,,0.9671279247711284
88001,0,Мужской,76891.9,48,64.0,,0,Приемлемая 1,,,,,СРЕДНЕЕ,43407.0,0.0
88002,0,Женский,85478.9,73,61.67,66.0,3,Положительная,0.0,1389872.6,7.0,2.0,ВЫСШЕЕ,,0.4498907435161139
88003,0,Женский,44442.3,52,67.17,72.0,0,Приемлемая 1,1.0,,0.0,0.0,ВЫСШЕЕ,43407.0,0.0
88004,0,Женский,56957.0,129,61.92,,5,Положительная,20.0,1163870.05,19.0,22.0,ВЫСШЕЕ,,1.0480230772375052
88005,0,Мужской,77500.0,60,66.83,61.0,0,Приемлемая 1,0.0,,0.0,0.0,ВЫСШЕЕ,,0.0
88007,0,Женский,3879.2,69,64.75,60.0,7,Положительная,7.0,324473.88,16.0,1.0,ВЫСШЕЕ,,0.9473002454322336
88008,0,Мужской,70500.0,128,64.33,20.0,0,Положительная,4.0,189153.63,0.0,0.0,,43407.0,0.2130877676263813
88009,0,Мужской,64500.0,91,64.67,119.0,2,Приемлемая 2,1.0,0.0,31.0,6.0,ВЫСШЕЕ,43407.0,0.0
88010,0,Женский,8822.4,107,64.67,54.0,0,Положительная,0.0,814735.26,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.2194132334581773
88011,0,Мужской,,128,66.17,,0,Отрицательная,15.0,920023.02,572.0,18.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,1.1123272400207755
88012,0,Женский,74491.1,53,61.58,,0,Положительная,1.0,1023427.0,3.0,1.0,ВЫСШЕЕ,43407.0,0.6683971011663657
88013,0,Женский,47881.5,206,65.92,53.0,5,Положительная,7.0,855425.0,5.0,4.0,СРЕДНЕЕ,,1.4530609048099234
88014,0,Женский,15663.2,36,58.75,12.0,0,Отрицательная,4.0,456203.33,483.0,32.0,,43407.0,0.2195462250619376
88015,0,Женский,68819.1,147,68.33,180.0,1,Положительная,13.0,1092457.03,1.0,2.0,,43407.0,0.6482456382128386
88016,0,Женский,51500.0,71,62.25,15.0,0,Положительная,3.0,790151.03,0.0,0.0,,,0.5438442606896199
88017,0,Мужской,13285.0,137,65.75,26.0,0,Приемлемая 1,57.0,2023180.98,0.0,0.0,,43407.0,0.649399967365345
88018,0,Женский,16982.0,44,65.67,78.0,0,Приемлемая 2,0.0,,0.0,0.0,,43407.0,0.0
88019,0,Женский,9547.0,26,67.92,14.0,0,Положительная,,,,,СРЕДНЕЕ,,0.0
88020,0,Мужской,3130.5,57,68.08,48.0,10,Приемлемая 1,3.0,416978.14,10.0,3.0,,43407.0,0.1325057275294368
88021,0,Мужской,10756.6,77,67.83,109.0,0,Положительная,2.0,735529.37,16.0,1.0,,43407.0,0.3603298651925389
88022,0,Мужской,69500.0,24,64.33,12.0,0,Положительная,,,,,СРЕДНЕЕ,,0.2218600934042606
88023,0,Мужской,83318.7,116,65.0,61.0,0,Положительная,2.0,1793325.76,0.0,0.0,,,0.4561895597786865
88025,0,Женский,31073.4,55,62.83,33.0,0,Положительная,0.0,562372.84,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.3578972829154236
88026,0,Женский,56000.0,153,66.0,58.0,2,Положительная,1.0,393829.85,2.0,1.0,ВЫСШЕЕ,43407.0,0.3889928573581266
88027,0,Женский,,126,64.58,,0,Положительная,5.0,0.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
88028,0,Женский,25630.7,238,61.92,123.0,0,Положительная,3.0,702833.56,7.0,3.0,ВЫСШЕЕ,43407.0,0.6899567111134863
88029,0,Женский,9625.0,133,65.33,88.0,0,Положительная,5.0,821876.58,0.0,0.0,,,0.4776828954911146
88030,0,Женский,45565.6,74,59.42,86.0,0,Положительная,0.0,0.0,0.0,0.0,,43407.0,0.0
88031,0,Мужской,,2,63.33,,0,Отрицательная,0.0,,798.0,24.0,ВЫСШЕЕ,43407.0,0.0
88032,0,Мужской,,144,67.33,172.0,0,Положительная,1.0,54452.95,0.0,0.0,СРЕДНЕЕ,43407.0,0.0
88033,0,Мужской,39352.0,22,66.25,34.0,0,Приемлемая 1,1.0,38668.84,29.0,3.0,СРЕДНЕЕ,,0.0
88035,0,Мужской,63000.0,60,64.0,,0,Положительная,0.0,0.0,4.0,0.0,НЕПОЛНОЕ СРЕДНЕЕ,43407.0,0.0
88036,0,Женский,15500.0,114,65.5,78.0,0,Положительная,0.0,42450.82,0.0,0.0,ВЫСШЕЕ,,0.1646108564752404
88039,0,Мужской,85435.5,149,63.42,46.0,0,Положительная,8.0,912839.01,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.1327724744179658
88040,0,Женский,,47,62.75,149.0,0,Приемлемая 1,0.0,,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
88041,0,Женский,1150.8,7,63.25,,0,Отрицательная,3.0,491312.12,2551.0,21.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.47562386542418
88042,0,Мужской,,52,64.67,36.0,39,Приемлемая 1,0.0,,39.0,6.0,,65110.5,0.0
88043,0,Женский,32631.4,78,64.08,67.0,0,Положительная,6.0,434447.0,0.0,0.0,,,0.2264043253115822
88045,0,Мужской,1252.0,53,64.83,66.0,0,Приемлемая 1,1.0,299653.22,0.0,0.0,ВЫСШЕЕ,43407.0,0.1962970195089911
88046,0,Женский,28478.5,28,63.0,,0,Положительная,1.0,0.0,0.0,0.0,ВЫСШЕЕ,43407.0,0.1463631680014987
88048,0,Мужской,8258.0,50,66.42,35.0,7,Положительная,4.0,8160.06,16.0,9.0,,,0.0968187619281791
88049,0,Мужской,54527.7,40,65.58,14.0,0,Положительная,1.0,1256945.6,4.0,1.0,НЕПОЛНОЕ СРЕДНЕЕ,,0.0
88050,0,Женский,5000.0,15,66.17,10.0,0,Приемлемая 1,0.0,56814.75,0.0,0.0,,,0.0
88051,0,Женский,74044.1,49,64.17,7.0,0,Положительная,1.0,1575611.76,0.0,0.0,ВЫСШЕЕ,,0.8101435457739671
88052,0,Мужской,42400.7,56,47.58,37.0,0,Положительная,1.0,474289.7,0.0,0.0,ВЫСШЕЕ,65110.5,0.5958353791902871
88053,0,Женский,23185.8,73,67.17,97.0,0,Приемлемая 1,3.0,55473.39,8.0,0.0,ВЫСШЕЕ,43407.0,0.0595563884954904
88054,0,Мужской,4612.2,50,64.58,17.0,14,Приемлемая 2,36.0,1286418.0,14.0,6.0,ВЫСШЕЕ,43407.0,0.4883496194063265
88055,0,Женский,26674.2,119,63.5,,0,Положительная,2.0,322329.62,8.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.4975262777963625
88056,0,Женский,80499.1,89,61.92,10.0,0,Положительная,4.0,188426.8,0.0,0.0,,,0.0897151391651902
88057,0,Женский,54167.0,111,67.08,59.0,0,Положительная,2.0,95994.98,4.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0542138667407635
88058,0,Женский,5390.0,73,62.42,14.0,0,Положительная,12.0,721107.98,4.0,4.0,СРЕДНЕЕ,,0.4303243203126932
88059,0,Женский,62000.0,31,61.92,67.0,0,Положительная,1.0,323366.03,0.0,0.0,ВЫСШЕЕ,43407.0,0.2227956273236779
88060,0,Мужской,6666.7,78,60.33,61.0,0,Приемлемая 2,,,,,ВЫСШЕЕ,,0.3975150272717153
88061,0,Мужской,73544.4,107,59.25,173.0,3,Положительная,7.0,2378209.26,17.0,5.0,,,0.1453111813809722
88062,0,Женский,42717.8,144,64.33,54.0,24,Положительная,10.0,1359793.76,25.0,19.0,ВЫСШЕЕ,43407.0,1.2227902046945038
88063,0,Женский,,84,68.0,,0,Положительная,1.0,0.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
88064,0,Мужской,1708.8,20,64.83,18.0,0,Приемлемая 1,2.0,1575990.42,0.0,0.0,,43407.0,0.4841361212223821
88065,0,Женский,6643.1,109,66.67,83.0,0,Положительная,0.0,408247.75,9.0,2.0,,,0.3835052914441164
88066,0,Мужской,14384.0,195,63.75,110.0,0,Положительная,1.0,236452.0,1.0,1.0,ВЫСШЕЕ,43407.0,0.1127642870084165
88067,0,Женский,4932.6,46,65.58,111.0,0,Приемлемая 1,9.0,905768.59,21.0,4.0,ВЫСШЕЕ,43407.0,0.4371643269062736
88068,0,Женский,64474.5,143,65.58,176.0,0,Положительная,1.0,990350.59,1.0,0.0,,43407.0,0.6464950101580064
88069,0,Женский,6904.4,102,64.83,1.0,14,Приемлемая 2,4.0,265839.61,44.0,17.0,,43407.0,0.311756177128013
88071,0,Женский,40915.0,149,54.42,144.0,0,Положительная,4.0,1872604.27,29.0,1.0,,43407.0,0.883364193203738
88072,0,Мужской,42023.9,22,66.5,38.0,0,Приемлемая 1,1.0,,0.0,0.0,,,0.0
88073,0,Мужской,9000.0,44,65.42,4.0,0,Приемлемая 2,1.0,434867.17,0.0,0.0,,43407.0,0.4509294310413018
88074,0,Женский,10711.3,178,67.08,84.0,8,Положительная,,,,,,,0.4122304848755088
88075,0,Женский,1600.0,220,64.0,117.0,0,Положительная,4.0,1985934.62,0.0,0.0,ВЫСШЕЕ,43407.0,0.383243523682628
88076,0,Мужской,42288.9,42,67.5,50.0,0,Положительная,9.0,,20.0,0.0,СРЕДНЕЕ,,0.0
88077,0,Мужской,,68,65.67,108.0,3,Приемлемая 1,0.0,,4.0,1.0,,,0.0
88078,0,Мужской,38780.5,76,68.08,43.0,0,Положительная,2.0,273354.3,0.0,0.0,,43407.0,0.5326592593384736
88079,0,Мужской,1046.0,183,56.75,23.0,17,Положительная,4.0,1843115.19,17.0,23.0,,65110.5,0.3820293628158471
88080,0,Женский,22782.8,65,62.92,41.0,0,Положительная,1.0,754179.24,2.0,2.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.3906965310277972
88081,0,Женский,27500.0,79,67.67,30.0,0,Положительная,0.0,,7.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
88082,0,Мужской,,40,66.33,88.0,0,Положительная,0.0,,0.0,0.0,ВЫСШЕЕ,,0.0
88083,0,Женский,9253.0,166,61.25,96.0,0,Положительная,3.0,1169342.29,1.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.23999710461974
88084,0,Женский,58346.2,65,66.83,36.0,0,Положительная,2.0,481005.83,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.3725465156371716
88085,0,Мужской,69000.0,100,67.0,65.0,0,Положительная,2.0,35809.54,15.0,1.0,ВЫСШЕЕ,43407.0,0.2341964257066769
88086,0,Женский,57000.0,65,67.08,140.0,0,Положительная,0.0,343033.96,0.0,0.0,,,0.1626903707299314
88088,0,Женский,36666.7,23,67.58,49.0,0,Приемлемая 1,0.0,,11.0,1.0,ВЫСШЕЕ,,0.0
88089,0,Женский,2847.9,125,63.5,4.0,0,Положительная,5.0,9247132.87,0.0,0.0,,,0.4744925917339347
88090,0,Женский,33000.0,0,63.17,111.0,0,Отрицательная,3.0,,1615.0,48.0,ВЫСШЕЕ,43407.0,0.0
88091,0,Женский,,19,66.83,36.0,2,Приемлемая 1,0.0,,2.0,1.0,,,0.0
88092,0,Женский,65647.3,151,67.58,52.0,8,Положительная,11.0,1283012.49,8.0,3.0,ВЫСШЕЕ,,0.4464432364788236
88093,0,Мужской,85024.3,0,64.08,,0,Приемлемая 1,,,,,СРЕДНЕЕ,43407.0,0.0
88094,0,Женский,11156.0,46,62.58,20.0,3,Положительная,10.0,266394.15,3.0,1.0,ВЫСШЕЕ,,0.468916117195115
88095,0,Мужской,,121,54.92,171.0,4,Положительная,30.0,2330844.99,26.0,1.0,,43407.0,0.3895574519355789
88096,0,Мужской,17767.0,47,64.25,6.0,0,Положительная,4.0,416319.75,26.0,0.0,,,0.1167100215460612
88097,0,Женский,41556.4,40,63.08,,0,Положительная,3.0,748458.0,2.0,0.0,СРЕДНЕЕ,43407.0,0.6390777555581696
88098,0,Женский,24583.4,201,62.83,20.0,0,Положительная,34.0,1935311.35,1.0,0.0,ВЫСШЕЕ,,0.3781471122573746
